Gruppe,enthalten in,Rückgabetyp,Name,Parameter,Beschreibung
,<BD>\BIN\CTOExcel.sct,string,XLPageSetupTitleCell,"string __pTitleRows,string __pTitleColumns",Richtet den beim Drucken zu wiederholenden Bereich ein
,<BD>\BIN\CTOExcel.sct,string,XLPageSetupFitToPages,"long __PagesWide,long __PagesTall",Richtet die Druckeinstellungen ein. Anzahl Seiten breit und hoch.
,<BD>\BIN\CTOExcel.sct,string,XLPageSetupOrientation,long __Orientation,Definiert die Druckausrichtung (hochkant oder quer)
,<BD>\BIN\CTOExcel.sct,string,XLPageSetupShowGridlines,long __ShowGridlines,Einstellungen ob das Gitternetz beim Drucken angezeigt werden soll oder nicht
,<BD>\BIN\CTOExcel.sct,string,XLGetColAdress,long __ColNumber,Gibt den Spaltenbuchstaben zurück
,<BD>\BIN\CTOExcel.sct,string,XLGetColFullAdress,"long __Row,long __Col","Gibt die komplette Adresse (z.B. ""A1"") zurück"
,<BD>\BIN\CTOExcel.sct,string,XLSetCellValueRelativ,"long __RowNumber,long __ColNumber,string __Value",Setzt den Wert in den angegebenen Bereich
,<BD>\BIN\CTOExcel.sct,string,XLSummenFormel,"long FromRowRel,long FromColRel,long ToRowRel,long ToColRel",Setzt eine Summenformel in den angegebenen Bereich
,<BD>\BIN\CTOExcel.sct,string,XLGetInfoName,,Gibt die Info aus der XLI-Datei zurück
,<BD>\BIN\CTOExcel.sct,long,xlGradientHorizontal,,Farbverlauf von oben nach unten
,<BD>\BIN\CTOExcel.sct,long,xlGradientFromCenter,,Farbverlauf aus der Mitte nach oben und unten
,<BD>\BIN\CTOExcel.sct,long,xlCSV,,CSV
,<BD>\BIN\CTOExcel.sct,long,xlCSVMSDOS,,CSV (MSDOS)
,<BD>\BIN\CTOExcel.sct,long,xlCSVWindows,,CSV (Windows)
,<BD>\BIN\CTOExcel.sct,long,xlExcel3,,Excel3
,<BD>\BIN\CTOExcel.sct,long,xlExcel4,,Excel4
,<BD>\BIN\CTOExcel.sct,long,xlExcel5,,Excel5
,<BD>\BIN\CTOExcel.sct,long,xlExcel7,,Excel7
,<BD>\BIN\CTOExcel.sct,long,xlExcel8,,Excel8
,<BD>\BIN\CTOExcel.sct,long,xlHtml,,HTML-Format
,<BD>\BIN\CTOExcel.sct,long,xlOpenXMLWorkbook,,Öffnet eine XML-Arbeitsmappe
,<BD>\BIN\CTOExcel.sct,long,xlOpenXMLWorkbookMacroEnabled,,Öffnet eine XML-Arbeitsmappe mit Makros
,<BD>\BIN\CTOExcel.sct,long,xlTemplate8,,Vorlage 8
,<BD>\BIN\CTOExcel.sct,long,xlTextMSDOS,,MSDOS-Text
,<BD>\BIN\CTOExcel.sct,long,xlTextWindows,,Windows Text
,<BD>\BIN\CTOExcel.sct,long,XLSaveAs,"string __FileName,long __DokType",Speichert das aktuell geöffnete Dokument unter dem angegebenen Pfad und Namen. Der Pfad muss vollständig sein.
,<BD>\BIN\CTOExcel.sct,long,XLSetInterioWithGradient,"string __FromRange,string __ToRange,long __Pattern,string __Color1,string __Color2,double __TintAndShade,long __Verlaufstyp",Formatiert den hintergrund des Bereichs mit einem Farbverlauf.
,<BD>\BIN\CTOExcel.sct,long,XLGetExcelVersion,,Gibt die aktuelle Excelversion zurück.
,<BD>\BIN\CTOExcel.sct,long,XLSetHideRow,"string __FromRange,string __ToRange,long __Hide",Versteckt die Zeile
,<BD>\BIN\CTOExcel.sct,bool,XLExportGridToExcelWithTemplate,XLExportGridToExcelSettings &__cExportGridToExcelSettings,"Ermöglicht den Export eines BormScriptGrids unter Verwendung einer Excel-Vorlage

Für die Klasse XLExportGridToExcelSettings können folgende Parameter gesetzt werden
string sDialogKennung 
string sGridKennung 
string sTemplatePath 
bool bAutoEndAfterExport"
,<BD>\BIN\CTOExcel.sct,bool,XLExportGridToExcelWithTemplateFromRepo,"string __sDialogKennung,string __sGridKennung,bool __bAutoEndAfterExport,string __sModulname,string __sKennung","Ermöglicht den Export eines BormScriptGrids, wobei unter dem angegebenen Repository Eintrag (BGGridToExcel-->__sModulName --> __sKennung) nach einer gültigen Vorlage gesucht wird.

Falls keine Vorlage gesetzt ist, und der Administratormodus aktiv ist, öffnet sich ein Auswahldialog über welchen einen Vorlage gesetzt werden kann. Diese wird dann unter dem angegebenen Repository Eintrag gespeichert."
,<BD>\BIN\CTOExcel.sct,long,XLSetRowHeight,"string __FromRange,string __ToRange,long __RowHeight",Setzt die Zeilenhöhe
Mail,<BD>\BIN\CTOMail.sct,void,CTOMailSetMessageType,string __messagetype,"Setzt den Typ der Mail.
Mögliche Werte sind zB. SMTP oder FAX
Es gibt Outlook-Erweiterungen, welche als Fax dienen.
Mit dieser Funktion kann man den Typ einstellen (je nach AddOn)"
,<BD>\BIN\CTOMail.sct,void,CTOMailAddTO,"string __adress,string __name",Fügt eine Mail Adresse zur aktuellen Mail dazu. Um mehrere Adressen der Mail hinzuzufügen muss die Funktion für jede Adresse aufgerufen werden.
,<BD>\BIN\CTOMail.sct,void,CTOMailAddCC,"string __adress,string __name",Fügt eine Mail Adresse im CC zur aktuellen Mail dazu. Um mehrere Adressen der mail hinzuzufügen muss die Funktion für jede Adresse aufgerufen werden.
,<BD>\BIN\CTOMail.sct,void,CTOMailAddBCC,"string __adress,string __name",Fügt eine Mail Adresse im BCC zur aktuellen Mail dazu. Um mehrere Adressen der mail hinzuzufügen muss die Funktion für jede Adresse aufgerufen werden.
,<BD>\BIN\CTOMail.sct,void,CTOMailSetSUBJECT,string __txt,Setzt den Text für die Betreff Zeile.
,<BD>\BIN\CTOMail.sct,void,CTOMailSetTEXT,string __txt,Setzt den Text der aktuellen Mail.
,<BD>\BIN\CTOMail.sct,void,CTOMailAddATTACHMENT,string __filename,Fügt eine Datei an die aktuelle Mail an. Es muss der vollständige Pfad und Dateinamen angegeben werden. Um mehrere Dateien an zu fügen muss die Funktion für jede Datei aufgerufen werden.
,<BD>\BIN\CTOMail.sct,void,CTOMailInit,,Initialisiert das senden einer Mail. Diese Funktion muss immer aufgerufen werden bevor weitere Mail Funktionen aufgerufen werden.
,<BD>\BIN\CTOMail.sct,bool,CTOMailSend,,"Führt das senden der E-Mail aus. Für den Benutzer erscheint danach das Fenster seines E-Mail Clients zur Kontrolle und er muss nur noch auf den Senden Knopf drücken.

Ab Version 29.1 wird bool zurückgegeben."
,<BD>\BIN\CTOMail.sct,bool,CTOMailSendDirect,,"Sendet die Mail ohne den Mail-Dialog vom Mail-Client.

Ab Version 29.1 wird bool zurückgegeben."
,<BD>\BIN\CTOMail.sct,void,CTOMailDialTapi,string __numbertodial,
,<BD>\BIN\CTOMail.sct,list<string>,EMailParser,string __EMails,"Gibt eine Liste mit E-Mail Adressen zurück, die sich im string __EMails befindet. Diese werden nach Semikolons aufgeteilt und es wird versucht die Microsoft eigenen E-Mail Formate innerhalb einer Domäne zu ermitteln."
,<BD>\BIN\CTOMail.sct,string,CTOMailGetLastErrorMessage,,"Konnte das Mail nicht erzeugt werden, so kann mit dieser Funktion die Fehlermeldung abgefragt werden."
,<BD>\BIN\CTOMail.sct,bool,CTOMailSendDirectSilent,,"Sendet die Mail ohne den Mail-Dialog vom Mail-Client. 
Ist das Erstellen der Mail nicht erfolgreich, wird KEIN Dialog mit einer Fehlermeldung angezeigt.
Die Meldung kann mit der Funktion CTOMailGetLastErrorMessage() abgefragt werden."
Dokumentverwaltung,<BD>\BIN\CTOTwain.sct,long,StartScan,string CallbackFunctionName,
,<BD>\BIN\CTOTwain.sct,long,SaveScanResultJPG,string FileName,
,<BD>\BIN\CTOTwain.sct,long,SaveScanResultBMP,string FileName,
XML,<BD>\BIN\CTOXML.sct,string,CTOXMLGetXMLInfo,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetParamData,,
,<BD>\BIN\CTOXML.sct,void,CTOXMLSetXMLData,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLExtractXMLTag,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetXMLTag,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetXMLAttribute,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetXMLData,,
,<BD>\BIN\CTOXML.sct,string,CTOXMLExtractXMLHeader,,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetXMLHeader,,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetAttributeLabel,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLGetAttributeDescription,string __s,
,<BD>\BIN\CTOXML.sct,string,CTOXMLBuildXMLTag,"string __s1,string __s2",
,<BD>\BIN\CTOXML.sct,string,GetAndExtractXMLTag,string __s,
,<BD>\BIN\CTOXML.sct,string,SetExtractAndSaveXMLTag,"string __XMLData,string __Tag",
Global,<BD>\BIN\DVDesktop.sct,bool,GetLandPlzOrt,LandPlzOrtInfo &LPOInfo,"Ermittelt Land, PLZ und Ort und gibt diese zurück. Gegegebenenfalls wird dem Benutzer ein Dialog angezeigt.

Beispiel auf der Regel LF der PLZ in ADR_STAMM:

	LandPlzOrtInfo lpo;
	
	lpo.Land 	= @Land;
	lpo.Plz		= @plz;
	lpo.Ort		= @Ort;
	
	if ( GetLandPlzOrt(lpo)){
	 	@Land 	= lpo.Land;
		@plz	= lpo.Plz;
		@Ort	= lpo.Ort;	
	}"
,<BD>\BIN\DVDesktop.sct,bool,CanAdrUseAsCustom,"long __AdrId,bool __ShowMessage",Gibt TRUE zurück wenn die angegebene Adresse als Kunde verwendet werden darf
,<BD>\BIN\DVDesktop.sct,bool,CanAdrUseAsSupplier,"long __AdrId,bool __ShowMessage",Gibt TRUE zurück wenn die angegebene Adresse als Lieferant verwendet werden darf
BormGPE,<BD>\BIN\DVDesktop.sct,bool,BGGPEPEIsAlternativ,"string __TableName,long __PeAlternativ,long __MasterId,long __ParentId",Gibt TRUE zurück wenn der Datensatz aus der PE alternativ ist
MSExcel,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,void,XLSetHeaderDefinition,"string __FromRange,string __ToRange",Formatiert den Bereich in ein firmenspezifisches Design
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,void,XLSetColumnHeaderDefinition,"string __FromRange,string __ToRange",Setzt die Spaltenüberschrift in das firmenspezifische Design
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,void,XLSetDataListDefinition,"string __FromRange,string __ToRange,long __Autofit",Setzt die Datenliste in das firmenspezifische Design
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,void,XLSetPrintPageSetup,"string __Title,long __Orientation,long __Preview",Formatiert den Bereich für die Druckeinstellungen
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,void,XLSetCompleteBorder,"string __FromRange,string __ToRange",Umrahmt den angegebenen Bereich
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,XLExportRange,XLExportTableData,"string __SQL,long __RowNumber,long __ColNumber","Exportiert die Daten die mit dem ersten Parameter ermittelt werden in eine Exceltabelle. Spalten nach rechts, Datensätze nach unten"
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,XLExportRange,XLExportTableDataQuer,"string __SQL,long __RowNumber,long __ColNumber","Exportiert die Daten die mit dem ersten Parameter ermittelt werden in eine Exceltabelle. Spalten nach unten, Datensätze nach rechts"
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,XLExportRange,XLWriteCalendar,"long __RowNumber,long __ColNumber,string __FromDate,string __ToDate",Schreibt einen Kalender
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,XLPeriode,XLPeriodeDialog,"string __PeriodeVon,string __PeriodeBis",Öffnet den Dialog um eine Periode von bis anzugeben. Die Parameter sind Vorschlagswerte
,<BD>\CONFIG\BormExcel\xl_BaseFunctions.sct,bool,XLExportGridToExcel,"string __DialogKennung,string __GridKennung,bool __AutoEndAfterExport","Exportiert ein Grid mit allen Daten (ausser der Zellenformatierung) nach Excel inkl. Progressbar.

Mit __AutoEndAfterExport = true wird Excel automatisch aktiviert nach dem Export und es können keine zusätzlichen Befehle genutzt werden.

Mit __AutoEndAfterExport = false wird Excel nicht automatisch gestartet und auch die Progressbar bleibt bestehen. Es können noch Befehle ausgeführt werden. Excel muss dann manuell mit den Befehlen:
	XLActivateExcel();
	SetDialogValue(""PROGRESSDIALOG"",""ENDDIALOG"",""OK"");
gestartet werden."
BGBarcodes,BGBarcode.sct,bool,BGBarcode_SaveStringAsBarCodeImage,"string __sPath,string __sBarCodeString,long __lBarcodeType,long __lImageType,long __lImageWidth","Ermöglicht das Speichern eines Barcodes mit dem angegebenen String
unter dem spezifizierten Pfad. Der Barcodetyp kann als Konstante mitgegeben
werden, ebenso das Zielbildformat. Die Breite ist frei wählbar, wobei eine Mindestbreite
von 120 Pixeln nicht unterschritten werden kann. Die Höhe wird 
mit dem Faktor Weite/2.5 automatisch skaliert.
Es ist zu beachten, das gewisse Barcodeformate sehr restriktiv in Bezug auf
Inhalt und Länge des Eingabestrings sind."
,BGBarcode.sct,bool,BGBarcode_SaveStringAsDatamatrixImage,"string __sPath,string __sDatamatrixString,long __lImageType,long __lImageSize","Ermöglicht das Speichern einer Datamatrix mit dem angegebenen String
unter dem spezifizierten Pfad. Das Zielbildformat kann als Konstante mitgegeben
werden.
Die Grösse ist frei wählbar, wobei eine Mindestbreite/höhe
von 120 Pixeln nicht unterschritten werden kann"
,BGBarcode.sct,bool,BGBarcode_SaveStringAsQRCodeImage,"string __sPath,string __sQRCodeString,long __lImageType,long __lImageSize,long __lRedundacy","Ermöglicht das Speichern einer QR-Codes mit dem angegebenen String
unter dem spezifizierten Pfad. Das Zielbildformat, sowie das Redundanzlevel
kann als Konstante mitgegeben werden.
Die Grösse ist frei wählbar, wobei eine Mindestbreite/höhe
von 120 Pixeln nicht unterschritten werden kann."
,BGBarcode.sct,bool,BGBarcode_SaveSwissQrCodeImage,"string __sPath,BGBarcode_SwissQrCodeInformation cBGBarcode_SwissQrCodeInformation,long __lImageType","Speichert den in der BGBarcode_SwissQrCodeInformation Klasse enthaltenen
Payload als Swiss QR-Code im angegebenen Pfad (__sPath) im angegebenen 
Format(__lImageType) ab.

Falls die Erzeugung des SwissQR-Codes fehlschlägt, retourniert die Funktion false,
im Erfolgsfall true."
Datenbank,BGBase,string,GetDBFieldAsTime,"string _p_Identifier,string _p_FieldName","Gibt die Zeit des DATETIME-Feldes als ""HH:MM:SS“ zurück."
,BGBase,bool,SetDBFieldFromDateTime,"string _p_Identifier,string _p_FieldName,string _p_value","Setzen des DATETIME-Feldes als ""<Datum nach Ländereinstellung> HH:MM:SS“."
,BGBase,bool,SetDBFieldFromFile,"string _p_Identifier,string _p_FieldName,string _p_filename",Speichert ein File (Bild oder andere Datei) in die DB in ein Image Feld.
,BGBase,long,SaveDBFieldToFile,"string _p_Identifier,string _p_FieldName,string _p_FileName",Speichert das File oder Bild aus der DB (Image-Feld) als Datei ins Filesystem
DialogManager,BGBase.dll,long,MessageBox,"long wnd,string text,string title,long style",Zeigt eine Messagebox auf dem Bildschirm an.
Repository,BGBase.dll,long,BGGetCurrentEnvironment,,"Ermittelt die aktuelle Umgebung und gibt diese zurück.
Sie wird aus borm.ini ermittelt:

[FIRM]
ENVIRONMENT=1

Wird 0 zurückgegeben wurde noch keine Umgebung angelegt."
Konfigurationen,BGBase.dll,string,BGResolvePicturePath,"string __TableName,string __FieldName,string __PPValue","Löst Bildpfade aus der PP-Regel auf.
<PP> wird durch Pfad in PP Regel ersetzt
<BD> wird ducrh Basisverzeichnis ersetzt"
Global,BGBormScriptTestExecutor.exe,void,SetErrorMessage,string __sMessage,
BGClient,BGClient.sct,BGClientResponse,BGClient_SendPythonServerPostRequest,BGClientPostRequest __cBGClientPostRequest,"Sendet den erzeugten BGClientPostRequest and den FlaskServer und gibt ein BGClientResponse zurück.
Über BGClientResponse.lHttpStatusCode kann der zurückgegeben Http-Status abgefragt werden.
Über BGClientResponse.sResponseData kann im Erfolgsfall (Http-Status >= 200, <300) der Inhalt der Antwort angefragt werden.
Über BGClientResponse.alErrorMessages können die Fehlermeldungen angefragt werden."
,BGClient.sct,BGClientResponse,BGClient_SendPythonServerGetRequest,BGClientPostRequest __cBGClientPostRequest,"Sendet den erzeugten BGClientGetRequest and den FlaskServer und gibt ein BGClientResponse zurück.
Über BGClientResponse.lHttpStatusCode kann der zurückgegeben Http-Status abgefragt werden.
Über BGClientResponse.sResponseData kann im Erfolgsfall (Http-Status >= 200, <300) der Inhalt der Antwort angefragt werden.
Über BGClientResponse.alErrorMessages können die Fehlermeldungen angefragt werden."
,BGClient.sct,string,BGClient_GetHttpCodeMessage,long __lHttpStatusCode,Wandelt den angegeben Http-Status-Code in eine lesbare Meldung um.
,BGClient.sct,BGClientServerCheck,BGClient_IsServerConnectionReady,,"Prüft ob der BormServer erreichbar und ob der Benutzer angemeldet ist und gibt ein BGClientServerCheck zurück.
Über BGClientServerCheck.bSuccess kann überprüft werden ob alles in Ordnung ist (true) oder der Benutzer nicht angemeldet, bzw. der Bormserver nicht erreichbar ist (false). 
Über BGClientServerCheck.sErrorMessage kann im Misseerfolgsfall (BGClientServerCheck.bSuccess == false) eine Fehlermeldung abgefragt werden."
DataTree,BGDataTree,long,BGDT_CreateNew,string DTName,"Erstellt einen neuen Datatree mit dem Namen ""DTName"" und retourniert 
das Rootnodehandle."
,BGDataTree,bool,BGDT_InsertLong,"long DTNode,string elementName,long elementValue","Hängt an der Node ""DTNode"" eine Child mit dem Key ""elementName"" 
vom Typ Long mit dem Wert ""elementValue"" an."
,BGDataTree,bool,BGDT_InsertDouble,"long DTNode,string elementName,double elementValue","Hängt an der Node ""DTNode"" eine Child mit dem Key ""elementName"" 
vom Typ Double mit dem Wert ""elementValue"" an."
,BGDataTree,bool,BGDT_InsertString,"long DTNode,string elementName,string elementValue","Hängt der Node ""DTNode"" eine Child mit dem Key ""elementName"" 
vom Typ String mit dem Wert ""elementValue"" an."
,BGDataTree,bool,BGDT_SetLong,"long DTNode,string elementName,long elementValue","Setzt den Wert ""elementValue"" als Long auf dem der Node ""DTNode"" 
zugeordneten Child ""elementName""."
,BGDataTree,long,BGDT_InsertDataTree,"long DTNode,string elementName","Hängt der Node ""DTNode"" eine weitere Node mit dem Namen 
""elementName"" an."
,BGDataTree,bool,BGDT_SetDouble,"long DTNode,string elementName,double elementValue","Setzt den Wert ""elementValue"" als Double auf dem der Node ""DTNode"" 
zugeordneten Child ""elementName""."
,BGDataTree,bool,BGDT_SetString,"long DTNode,string elementName,string elementValue","Setzt den Wert ""elementValue"" als String auf dem der Node ""DTNode"" 
zugeordneten Child ""elementName""."
,BGDataTree,long,BGDT_GetLong,"long DTNode,string elementName","Retourniert den Wert des Childes mit dem Key ""elementName"", welches
der Node ""DTNode"" angehängt ist, als Long."
,BGDataTree,double,BGDT_GetDouble,"long DTNode,string elementName","Retourniert den Wert des Childes mit dem Key ""elementName"", welches
der Node ""DTNode"" angehängt ist, als Double."
,BGDataTree,string,BGDT_GetString,"long DTNode,string elementName","Retourniert den Wert des Childes mit dem Key ""elementName"", welches
der Node ""DTNode"" angehängt ist, als String."
,BGDataTree,long,BGDT_GetType,"long DTNode,string elementName","Retourniert den Typ der an der Node ""DTNode"" angehängten Node mit dem
Namen ""elementName"" als Long."
,BGDataTree,long,BGDT_GetParent,long DTNode,"Retourniert das Parent Nodehandle (übergeordente Handle) der Node ""DTNode""."
,BGDataTree,long,BGDT_GetChildByName,"long DTNode,string elementName","Retourniert das Handle der Node mit dem Namen ""elementName"", welches
der Node ""DTNode"" angehängt ist."
,BGDataTree,long,DATATREE_INVALID_NODE_HANDLE,,Konstante für ein ungültiges Nodehandle.
,BGDataTree,long,DATATREE_TYPE_NODE,,Konstante für den Typ Node.
,BGDataTree,long,DATATREE_TYPE_STRING,,Konstante für den Datentyp String (Child).
,BGDataTree,long,DATATREE_TYPE_LONG,,Konstante für den Datentyp Long (Child).
,BGDataTree,long,DATATREE_TYPE_DOUBLE,,Konstante für den Datentyp Double (Child).
,BGDataTree,long,DATATREE_SERIALIZATION_FORMAT_JSON,,Konstante für die Serialisierung in Json-Format.
,BGDataTree,long,BGDT_Get,string DTName,"Retourniert das Rootnodehandle des Datatrees mit dem Namen ""DTName""."
,BGDataTree,bool,BGDT_Delete,string DTName,"Löscht den Datatree mit dem Namen ""DTName"" mit allen angehängten Nodes."
,BGDataTree,bool,BGDT_ContainsChild,"long DTNode,string elementName","Retourniert true, wenn der Node ""DTNode"" ein Child/Node mit dem Key 
""elementName"" angehängt ist."
,BGDataTree,bool,BGDT_RemoveChild,"long DTNode,string elementName","Entfernt die der Node ""DTNode"" zugeordnete ChildNode mit dem Namen 
""elementName""."
,BGDataTree,arraylist<string>,BGDT_GetAllChildNames,long __DTNode,"Retourniert eine Arraylist mit den Namen aller Children, die der Node ""DTNode""
angehängt sind."
,BGDataTree,bool,BGDT_IsValid,long DTNode,"Retourniert true, wenn es sich bei der Node ""DTNode"" um ein gültiges 
Nodehandle handelt."
,BGDataTree,long,BGDT_GetLastResult,,"Retourniert das Ergebnis der zuletzt ausgeführten BGDT_ Funktion als long
Konstante.

Folgende Konstanten können zurückgegeben werden:
DATATREE_RESULT_SUCCESSFUL						
DATATREE_RESULT_INVALID_NODE_HANDLE			
DATATREE_RESULT_INVALID_KEY					
DATATREE_RESULT_KEY_NOT_FOUND					
DATATREE_RESULT_KEY_ALREADY_EXISTS				
DATATREE_RESULT_WRONG_NODE_TYPE				
DATATREE_RESULT_INVALID_CHILD_NAME_ITERATION	
DATATREE_RESULT_INVALID_CHILD_INDEX			
DATATREE_RESULT_INVALID_CONNECTION				
DATATREE_RESULT_UNSUPPORTED_FORMAT				
DATATREE_RESULT_INVALID_FORMAT"
,BGDataTree,string,BGDT_GetLastMessage,,"Retourniert das Ergebnis der zuletzt ausgeführten BGDT_ Funktion als 
String."
,BGDataTree,long,DATATREE_INVALID_NODE_TYPE,,"Konstante für einen ungültigen Nodetyp.
Retourniert von BGDT_GetType."
,BGDataTree,long,DATATREE_RESULT_SUCCESSFUL,,"Konstante für die erfolgreiche Ausführung einer BGDT-Funktion.
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_INVALID_NODE_HANDLE,,"Konstante für ein ungültiges Node Handle.
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_INVALID_KEY,,"Konstante für einen ungültigen Key.
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_KEY_NOT_FOUND,,"Konstante für den fehlgeschlagenen Versuch einen Key zu finden.
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_KEY_ALREADY_EXISTS,,"Konstante für den fehlerhaften Versuch, einen bereits existierenden Key 
einzufügen. Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_WRONG_NODE_TYPE,,"Konstante für das verwenden von Funktionen, die der gewählte Nodetyp 
nicht unterstützt.
Retourniert von BGDT_GetLastResult."
,BGDataTree,bool,BGDT_CopyAllChildValues,"long __DTFromNode,long __DTToNode,bool __bOverrideExistingChildren","Kopiert alle existierenden Children der Node ""DTFromNode"" auf die Node
""DTToNode"". Wenn das Flag bOvverrideExistingChildren gesetzt ist, werden
bereits existierende Children auf der Node ""DTToNode"" mit gleichem Key
überschrieben."
,BGDataTree,long,DATATREE_RESULT_INVALID_CHILD_NAME_ITERATION,,"Konstante für einen Fehler beim Iterieren durch ChildNodes.
(Immer mit StartChildNameIteration einleiten). 
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_INVALID_CHILD_INDEX,,"Konstante für den Fehler beim Iterieren durch ChildNodes aufgrund eines
ungültigen Indexes.
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_INVALID_CONNECTION,,"Konstante für eine ungültige Verbindung (Beim Anfügen einer Node).
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_UNSUPPORTED_FORMAT,,"Konstante für nicht unterstützte Formate (Bei der Serialisierung).
Retourniert von BGDT_GetLastResult."
,BGDataTree,long,DATATREE_RESULT_INVALID_FORMAT,,"Konstante für ein ungültiges Format (Serialisierung).
Retourniert von BGDT_GetLastResult."
,BGDataTree,string,BGDT_Serialize,"string DTName,long format","Serialisiert den dem Namen ""DTName"" zugeordneten DataTree in das 
gewünschte Format.

Retoutniert den serialisierten Datatree als String im Zielformat.

Unterstützt werden folgende Formate:
Json:    DATATREE_SERIALIZATION_FORMAT_JSON"
,BGDataTree,long,BGDT_Deserialize,"string DTName,string serializedDT,long format","Deserialisiert einen Datatree aus einem String mit einem bestimmten Format. 
Gibt den Rootnode des deserialisierten Datatrees zurück.

Unterstützt werden folgende Formate:
Json:    DATATREE_SERIALIZATION_FORMAT_JSON"
,BGDataTree,bool,BGDT_PutDouble,"long DTNode,string elementName,double elementValue","Wenn auf der Node ""DTNode"" bereits ein Child mit dem Namen ""elementName""
existiert, wird auf diesem der Wert ""elementValue"" als Double gesetzt.

Existiert kein Child mit diesem Key, wird dieses neu angelegt.
(analog zu BGDT_InsertDouble)."
,BGDataTree,bool,BGDT_PutLong,"long DTNode,string elementName,long elementValue","Wenn auf der Node ""DTNode"" bereits ein Child mit dem Namen ""elementName""
existiert, wird auf diesem der Wert ""elementValue"" als Long gesetzt.

Existiert kein Child mit diesem Key, wird dieses neu angelegt.
(analog zu BGDT_InsertLong)."
,BGDataTree,bool,BGDT_PutString,"long DTNode,string elementName,string elementValue","Wenn auf der Node ""DTNode"" bereits ein Child mit dem Namen ""elementName""
existiert, wird auf diesem der Wert ""elementValue"" als String gesetzt.

Existiert kein Child mit diesem Key, wird dieses neu angelegt.
(analog zu BGDT_InsertString)."
,BGDataTree,bool,BGDT_RenameChild,"long __lDTNode,string __sOldElementName,string __sNewElementName","Benennt die Childnode der angegebenen Node (__lDTNode) mit dem Namen (__sOldElementName)
um zu dem neuen Namen (__sNewElementName). Retourniert false, wenn kein Child mit dem angegebenen
alten Namen existiert, oder bereits eine Node mit dem neuen Namen vorhanden ist."
,BGDataTree,long,BGDT_GetChildCount,long DTNode,"Retourniert die Anzahl der ChildNodes, welche an der mitgegeben DataTreeNode angehängt sind."
,BGDataTree,bool,BGDT_StartChildNameIteration,long DTNode,"Startet die Iteration über die angehängten Nodes (Children) der angegeben DataTreeNode.
Muss nach abgeschlossener Verwendung mit ""BGDT_EndChildNameIteration"" beendet werden. 
Retourniert true, wenn die Iteration gestartet werden konnte."
,BGDataTree,bool,BGDT_EndChildNameIteration,long DTNode,"Beendet die Iteration über die angehängten DataTreeNodes (Children) der angegeben DataTreeNode, welche mit ""BGDT_StartChildNameIteration"" gestartet wurde.
Retourniert true, wenn die Iteration beendet werden konnte."
,BGDataTree,string,BGDT_GetChildNameAt,"long DTNode,long childIndex","Retourniert den Namen der ChildNode, welche sich an der angegebenen DataTreeNode am entsprechenden Index befindet.
Kann nur verwendet werden, wenn zuvor die Iteration über die DataTreeNode mittels ""BGDT_StartChildNameIteration"" gestartet wurde."
,BGDataTree,string,BGDT_GetName,long DTNode,Retourniert den Namen der angegebenen DataTreeNode.
